Id,Year,Variety,Owner,IdOwnerVarietyYear,Species,Country,Region,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Color,AltitudeLowMeters,AltitudeHighMeters,AltitudeMeanMeters
985,,,Kona Pacific Farmers Cooperative,"985, Kona Pacific Farmers Cooperative",Arabica,United States,kona,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,81.17,,,,
986,2016,,Kerchanshe,"986, Kerchanshe, 2016",Arabica,Ethiopia,sidamo,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,81.08,,,,
987,2016,Mundo Novo,Gregorio Sebba,"987, Gregorio Sebba, 2016, Mundo Novo",Arabica,Brazil,alta paulista (sao paulo),7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,81.08,Green,695,695,695
988,2015,Other,Rolando Lacayo,"988, Rolando Lacayo, 2015, Other",Arabica,Nicaragua,jinotega,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,81.08,,1100,1100,1100
989,2014,Pache Comun,Wali Ali,"989, Wali Ali, 2014, Pache Comun",Arabica,United States,central america,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,81.08,,520.257024,520.257024,520.257024
990,2014,Other,Taylor Winch (T) Ltd,"990, Taylor Winch (T) Ltd, 2014, Other",Arabica,Tanzania,"iwala village, mbeya rural",7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,Green,1456,1456,1456
991,2014,Caturra,The Coffee Source Inc.,"991, The Coffee Source Inc., 2014, Caturra",Arabica,Costa Rica,naranjo,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,81.08,Green,1500,1500,1500
992,2013,Other,German Negron,"992, German Negron, 2013, Other",Arabica,United States,yauco region,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,81.08,Green,260.128512,260.128512,260.128512
993,2012,Typica,Obed Rendon Ponce,"993, Obed Rendon Ponce, 2012, Typica",Arabica,Mexico,san fernando,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,None,1650,1650,1650
994,2012,Typica,Diego Manuel Woolrich Ramirez,"994, Diego Manuel Woolrich Ramirez, 2012, Typica",Arabica,Mexico,santo reyes nopala,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,Green,1300,1300,1300
995,2012,Typica,Gerardo Hernandez Valderrabano,"995, Gerardo Hernandez Valderrabano, 2012, Typica",Arabica,Mexico,santa maria sitepec,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,Green,1642,1642,1642
996,2012,Typica,Balbino Ramirez Flores,"996, Balbino Ramirez Flores, 2012, Typica",Arabica,Mexico,talpa de allende,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,Green,1200,1200,1200
997,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"997, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,Blue-Green,,,
998,,Bourbon,Bourbon Specialty Coffees,"998, Bourbon Specialty Coffees, Bourbon",Arabica,Brazil,grama valley,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,Green,,,
999,2017,Bourbon,Consejo Salvadore„±O Del Caf„©,"999, Consejo Salvadore„±O Del Caf„©, 2017, Bourbon",Arabica,El Salvador,apaneca,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,Green,1450,1450,1450
1000,2016,Yellow Bourbon,Bourbon Specialty Coffees,"1000, Bourbon Specialty Coffees, 2016, Yellow Bourbon",Arabica,Brazil,grama valley,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,Bluish-Green,,,
1001,2016,Bourbon,Juan Luis Alvarado Romero,"1001, Juan Luis Alvarado Romero, 2016, Bourbon",Arabica,Guatemala,norte,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,Green,3280,3280,3280
1002,2016,Caturra,Racafe & Cia S.C.A,"1002, Racafe & Cia S.C.A, 2016, Caturra",Arabica,Colombia,guayata,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,Green,1600,1600,1600
1003,2015,Bourbon,Juan Luis Alvarado Romero,"1003, Juan Luis Alvarado Romero, 2015, Bourbon",Arabica,Guatemala,oriente,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,Green,371.61216,371.61216,371.61216
1004,2015,Typica,"Lin, Che-Hao Krude ∆ûó≈ì≤»±™","1004, Lin, Che-Hao Krude ∆ûó≈ì≤»±™, 2015, Typica",Arabica,Taiwan,"dongshan dist., tainan city Ëá∫ÂçóÂ∏ÇÊù±Â±±ÂçÄ",7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,Bluish-Green,758,758,758
1005,2014,Caturra,Mayra Yessenia Torres,"1005, Mayra Yessenia Torres, 2014, Caturra",Arabica,Honduras,san marcos,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,Green,1350,1350,1350
1006,2014,Mundo Novo,Bourbon Specialty Coffees,"1006, Bourbon Specialty Coffees, 2014, Mundo Novo",Arabica,Brazil,cerrado,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,Green,,,
1007,2014,Other,Mlimani Ngarashi,"1007, Mlimani Ngarashi, 2014, Other",Arabica,Tanzania,arusha,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,Green,1525,1525,1525
1008,2013,SL14,Kyagalanyi Ltd,"1008, Kyagalanyi Ltd, 2013, SL14",Arabica,Uganda,eastern,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,Green,1700,1700,1700
1009,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1009, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,nantou,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,Green,1100,1100,1100
1010,2012,,Doi Tung Development Project,"1010, Doi Tung Development Project, 2012",Arabica,Thailand,thailand,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,Green,800,800,800
1011,2012,Other,Alejandro Garcia Palacios,"1011, Alejandro Garcia Palacios, 2012, Other",Arabica,Mexico,"motozintla, chiapas",7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,Green,950,950,950
1012,2012,Typica,Organizaciones De Productores De Cafe Colimense,"1012, Organizaciones De Productores De Cafe Colimense, 2012, Typica",Arabica,Mexico,adolfo lopez mateos,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,Green,1100,1100,1100
1013,2017,Other,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1013, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2017, Other",Arabica,Taiwan,taiwan,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,Blue-Green,200,200,200
1014,2017,Bourbon,Juan Luis Alvarado Romero,"1014, Juan Luis Alvarado Romero, 2017, Bourbon",Arabica,Guatemala,oriente,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,Green,1901,1901,1901
1015,2017,SL28,Lydiah Mwangi,"1015, Lydiah Mwangi, 2017, SL28",Arabica,Kenya,kiambu,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,Green,1600,1600,1600
1016,2017,Bourbon,Grupo Santab S.A De C.V.,"1016, Grupo Santab S.A De C.V., 2017, Bourbon",Arabica,Mexico,veracruz,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,Green,1100,1100,1100
1017,2015,Other,Min Hlaing,"1017, Min Hlaing, 2015, Other",Arabica,Myanmar,pyinoolwin,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,,325.16064,325.16064,325.16064
1018,2014,Hawaiian Kona,Eileen Koyanagi,"1018, Eileen Koyanagi, 2014, Hawaiian Kona",Arabica,United States,kona,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,Bluish-Green,,,
1019,2014,Other,Karatu Estate,"1019, Karatu Estate, 2014, Other",Arabica,Tanzania,"manyara, karatu",7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,Green,1700,1700,1700
1020,2014,Yellow Bourbon,Jacques Pereira Carneiro,"1020, Jacques Pereira Carneiro, 2014, Yellow Bourbon",Arabica,Brazil,mantiqueira de minas,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,Green,1200,1200,1200
1021,2014,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1021, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2014, Typica",Arabica,Taiwan,Âè∞‰∏≠Êñ∞Á§æ,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,80.92,Green,550,550,550
1022,2014,Bourbon,Ipanema Coffees,"1022, Ipanema Coffees, 2014, Bourbon",Arabica,Brazil,south of minas,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,None,1100,1100,1100
1023,2013,Caturra,Chris Finch,"1023, Chris Finch, 2013, Caturra",Arabica,Nicaragua,matagalpa,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92,Green,700,1400,1050
1024,2014,Pacas,Juan Luis Alvarado Romero,"1024, Juan Luis Alvarado Romero, 2014, Pacas",Arabica,Guatemala,jalapa,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,Green,464.5152,464.5152,464.5152
1025,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1025, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,taichung taiping Âè∞‰∏≠Â∏ÇÂ§™Âπ≥ÂçÄ,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,,900,900,900
1026,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1026, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,nantou,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92,Green,688,688,688
1027,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1027, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,new taipei zhonghe Êñ∞ÂåóÂ∏Ç‰∏≠ÂíåÂçÄ,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,Green,300,300,300
1028,2012,Typica,Eduardo Luis Augusto Velazquez Solis,"1028, Eduardo Luis Augusto Velazquez Solis, 2012, Typica",Arabica,Mexico,ixhuatlan del cafe,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,Green,1186,1186,1186
1029,,Peaberry,Doi Tung Development Project,"1029, Doi Tung Development Project, Peaberry",Arabica,Thailand,,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,,,,
1030,2016,Catimor,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1030, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2016, Catimor",Arabica,Laos,"paksong,laos",7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,Green,1300,1300,1300
1031,2013,Caturra,The Coffee Source Inc.,"1031, The Coffee Source Inc., 2013, Caturra",Arabica,Guatemala,orient,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,Green,1200,1200,1200
1032,2012,Catuai,Luis Roberto Fermoso Beltran,"1032, Luis Roberto Fermoso Beltran, 2012, Catuai",Arabica,Mexico,motozintla,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,Green,1210,1210,1210
1033,2012,Typica,Jose Manuel Vergara Cortes,"1033, Jose Manuel Vergara Cortes, 2012, Typica",Arabica,Mexico,oaxaca,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,Green,1100,1100,1100
1034,2012,Bourbon,Christina Dusing,"1034, Christina Dusing, 2012, Bourbon",Arabica,Mexico,veracruz,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,Green,100,100,100
1035,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"1035, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,Blue-Green,,,
1036,2010,,Exportadora De Cafe Condor S.A,"1036, Exportadora De Cafe Condor S.A, 2010",Arabica,Colombia,huila,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,,1800,1800,1800
1037,2015,,Bourbon Specialty Coffees,"1037, Bourbon Specialty Coffees, 2015",Arabica,Brazil,monte carmelo,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,Green,,,
1038,2015,Catuai,U Soe,"1038, U Soe, 2015, Catuai",Arabica,Myanmar,ywar ngan,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,Green,3825,3825,3825
1039,2015,Caturra,Juan Luis Alvarado Romero,"1039, Juan Luis Alvarado Romero, 2015, Caturra",Arabica,Guatemala,huehuetenango,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,Green,505.3925376,535.1215104,520.257024
1040,2015,Other,"Comercial Internacional Exportadora, S.A.","1040, Comercial Internacional Exportadora, S.A., 2015, Other",Arabica,Nicaragua,jinotega,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,Green,110000,110000,110000
1041,2015,Caturra,Bismarck Castro,"1041, Bismarck Castro, 2015, Caturra",Arabica,Honduras,"siguatepeque, comayagua",7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,Green,1450,1450,1450
1042,2014,Caturra,Essencecoffee,"1042, Essencecoffee, 2014, Caturra",Arabica,Panama,boquete,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,Green,1680,1680,1680
1043,2015,Catuai,Cadexsa,"1043, Cadexsa, 2015, Catuai",Arabica,Honduras,marcala,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,Green,1350,1350,1350
1044,2015,Catuai,,"1044, 2015, Catuai",Arabica,Honduras,central region,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,Green,1450,1450,1450
1045,2014,Caturra,The Coffee Source Inc.,"1045, The Coffee Source Inc., 2014, Caturra",Arabica,Costa Rica,san ramon,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,Green,1300,1300,1300
1046,2012,Typica,Diego Manuel Woolrich Ramirez,"1046, Diego Manuel Woolrich Ramirez, 2012, Typica",Arabica,Mexico,oaxaca,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,Green,1200,1200,1200
1047,2012,Typica,Myriam Kaplan-Pasternak,"1047, Myriam Kaplan-Pasternak, 2012, Typica",Arabica,Haiti,haiti,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,Green,1000,1000,1000
1048,2011,Arusha,Kona Pacific Farmers Cooperative,"1048, Kona Pacific Farmers Cooperative, 2011, Arusha",Arabica,United States,kona,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,Bluish-Green,,,
1049,2016,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1049, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2016, Typica",Arabica,Taiwan,taiwan,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,Green,,,
1050,2015,Mandheling,Aulia Arif Syahri,"1050, Aulia Arif Syahri, 2015, Mandheling",Arabica,Indonesia,sumatra brastagi,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,Blue-Green,1200,1500,1350
1051,2015,Bourbon,Juan Luis Alvarado Romero,"1051, Juan Luis Alvarado Romero, 2015, Bourbon",Arabica,Guatemala,antigua,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,Green,1500,1500,1500
1052,2015,Caturra,"Ceca, S.A.","1052, Ceca, S.A., 2015, Caturra",Arabica,Costa Rica,tarrazu,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,Blue-Green,185,185,185
1053,2014,Caturra,Afca,"1053, Afca, 2014, Caturra",Arabica,Malawi,southern- zomba,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,Bluish-Green,990,1000,995
1054,2014,Typica,Cafe De Don Balbino S.C. De R.L. De C.V.,"1054, Cafe De Don Balbino S.C. De R.L. De C.V., 2014, Typica",Arabica,Mexico,"el desmoronado, talpan de allende jalisco",7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,Green,1200,1200,1200
1055,2014,Caturra,Compa„±Ia Colombiana Agroindustrial S.A,"1055, Compa„±Ia Colombiana Agroindustrial S.A, 2014, Caturra",Arabica,Colombia,santander,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,,1550,1550,1550
1056,2013,Bourbon,Juan Luis Alvarado Romero,"1056, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,"san lucas toliman, solola",7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,Green,1550,1550,1550
1057,2012,Bourbon,Juan Luis Alvarado Romero,"1057, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,oriente,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,Green,,,
1058,2012,Bourbon,Juan Luis Alvarado Romero,"1058, Juan Luis Alvarado Romero, 2012, Bourbon",Arabica,Guatemala,oriente,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,Green,,,
1059,,,Racafe & Cia S.C.A,"1059, Racafe & Cia S.C.A",Arabica,Colombia,,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,,,,
1060,2016,,Bourbon Specialty Coffees,"1060, Bourbon Specialty Coffees, 2016",Arabica,Brazil,monte carmelo,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,Green,,,
1061,2016,,"Exportadora Atlantic, S.A.","1061, Exportadora Atlantic, S.A., 2016",Arabica,Nicaragua,nueva segovia,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,Green,,,
1062,2014,Other,Burka Coffee Estate,"1062, Burka Coffee Estate, 2014, Other",Arabica,Tanzania,arusha,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,Bluish-Green,1400,1400,1400
1063,2014,Bourbon,Ipanema Coffees,"1063, Ipanema Coffees, 2014, Bourbon",Arabica,Brazil,south of minas,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,Green,1200,1200,1200
1064,2014,Caturra,Beneficio Santa Rosa,"1064, Beneficio Santa Rosa, 2014, Caturra",Arabica,Honduras,occidental,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,Green,1400,1400,1400
1065,2014,Bourbon,Juan Luis Alvarado Romero,"1065, Juan Luis Alvarado Romero, 2014, Bourbon",Arabica,Guatemala,huehuetenango,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,Green,421.7798016,421.7798016,421.7798016
1066,,,Kona Pacific Farmers Cooperative,"1066, Kona Pacific Farmers Cooperative",Arabica,United States,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,,,,
1067,,,Racafe & Cia S.C.A,"1067, Racafe & Cia S.C.A",Arabica,Colombia,,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,,,,
1068,2017,Other,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1068, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2017, Other",Arabica,Taiwan,taiwan,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,Blue-Green,50,50,50
1069,2017,Caturra,Juan Luis Alvarado Romero,"1069, Juan Luis Alvarado Romero, 2017, Caturra",Arabica,Guatemala,santa rosa,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,Green,1500,1500,1500
1070,2017,Catuai,Janny Marlith Torres,"1070, Janny Marlith Torres, 2017, Catuai",Arabica,Honduras,ocotepeque,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,Green,1650,1650,1650
1071,2016,,Case Noyale Ltd,"1071, Case Noyale Ltd, 2016",Arabica,Mauritius,chamarel (south west),7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,Green,280,280,280
1072,2015,Yellow Bourbon,Bourbon Specialty Coffees,"1072, Bourbon Specialty Coffees, 2015, Yellow Bourbon",Arabica,Brazil,vale da grama,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,Green,1250,1250,1250
1073,2015,Other,Shwe Yin Mar Coffee,"1073, Shwe Yin Mar Coffee, 2015, Other",Arabica,Myanmar,pyin oo lwin,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,Green,3800,3800,3800
1074,2014,Other,Juan Luis Alvarado Romero,"1074, Juan Luis Alvarado Romero, 2014, Other",Arabica,Guatemala,oriente,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,Green,371.61216,371.61216,371.61216
1075,2013,Yellow Bourbon,Jacques Pereira Carneiro,"1075, Jacques Pereira Carneiro, 2013, Yellow Bourbon",Arabica,Brazil,mantiqueira de minas,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,None,1250,1250,1250
1076,2013,Hawaiian Kona,Eileen Koyanagi,"1076, Eileen Koyanagi, 2013, Hawaiian Kona",Arabica,United States,kona,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,Green,,,
1077,2013,Bourbon,Juan Luis Alvarado Romero,"1077, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,huehuetenango,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,Green,566.708544,566.708544,566.708544
1078,2012,Typica,Israel Eduardo Paz Garcia,"1078, Israel Eduardo Paz Garcia, 2012, Typica",Arabica,Mexico,zaragoza itundujia,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,None,1450,1450,1450
1079,2016,,Cadexsa,"1079, Cadexsa, 2016",Arabica,Honduras,marcala,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,Green,1450,1450,1450
1080,2014,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1080, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2014, Typica",Arabica,Taiwan,ÂçóÊäïÂúãÂßì,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,Green,600,600,600
1081,2013,Bourbon,Lusso Lab,"1081, Lusso Lab, 2013, Bourbon",Arabica,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,Green,1450,1450,1450
1082,2013,Other,Adam Ciruli Ye,"1082, Adam Ciruli Ye, 2013, Other",Arabica,China,yunnan,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,Green,1700,1700,1700
1083,2013,Typica,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1083, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Typica",Arabica,Taiwan,nantou,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,Green,600,600,600
1084,2012,Typica,Alfredo Bojalil,"1084, Alfredo Bojalil, 2012, Typica",Arabica,Mexico,pochutla,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,Green,1050,1050,1050
1085,2012,Caturra,Armando Luis Pohlenz Martinez,"1085, Armando Luis Pohlenz Martinez, 2012, Caturra",Arabica,Mexico,la concordia,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,Green,1550,1550,1550
1086,2016,,Simon Mahinda,"1086, Simon Mahinda, 2016",Arabica,Burundi,mumirwa,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,Green,1700,1700,1700
1087,2015,Bourbon,Delfina Leon Shine,"1087, Delfina Leon Shine, 2015, Bourbon",Arabica,Tanzania,mkuu rombo,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,Green,1700,1700,1700
1088,2014,Other,Kongoni Estate,"1088, Kongoni Estate, 2014, Other",Arabica,Tanzania,arusha,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,Bluish-Green,,,
1089,2013,Yellow Bourbon,Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥,"1089, Cqi Taiwan Icp CqiÂè∞«Å£≈êàƒΩåÂ§•ƒº¥, 2013, Yellow Bourbon",Arabica,Taiwan,taichung xinshe Âè∞‰∏≠Â∏ÇÊñ∞Á§æÂçÄ,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,Green,600,600,600
1090,2013,Bourbon,Juan Luis Alvarado Romero,"1090, Juan Luis Alvarado Romero, 2013, Bourbon",Arabica,Guatemala,oriente,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,Green,399.483072,399.483072,399.483072
1091,2012,Typica,Miguel Cortes Moreno,"1091, Miguel Cortes Moreno, 2012, Typica",Arabica,Mexico,chil√≥n,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,Green,940,940,940
1092,2012,Hawaiian Kona,Kona Pacific Farmers Cooperative,"1092, Kona Pacific Farmers Cooperative, 2012, Hawaiian Kona",Arabica,United States,kona,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,Green,,,
1093,2010,,Ethiopia Commodity Exchange,"1093, Ethiopia Commodity Exchange, 2010",Arabica,Ethiopia,kelem welega,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,,,,
1094,2017,Catuai,Volcafe Ltda. - Brasil,"1094, Volcafe Ltda. - Brasil, 2017, Catuai",Arabica,Brazil,cerrado - monte carmelo - minas gerais,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,Green,995,995,995
1095,2016,Caturra,Bismarck Castro,"1095, Bismarck Castro, 2016, Caturra",Arabica,Honduras,comayagua,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,Green,1400,1400,1400
1096,2016,Caturra,Cafe De Don Balbino S.C. De R.L. De C.V.,"1096, Cafe De Don Balbino S.C. De R.L. De C.V., 2016, Caturra",Arabica,Mexico,sierra madre occidental,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,Green,1600,1600,1600
1097,2015,Other,Bob Mccauley,"1097, Bob Mccauley, 2015, Other",Arabica,Myanmar,"yauk sauk, shan state",8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,Green,278.70912,278.70912,278.70912
